Starting the logger (C:\Users\philipoe\AppData\Local\Android\Sdk/platform-tools/adb logcat *:S ReactNative:V ReactNativeJS:V)...
--------- beginning of main
--------- beginning of system
10-23 18:06:56.111  2970  2997 I ReactNativeJS: val:0.9957076245935296;this.compensDelta:556713.6011484009;this.cur_value_ground_move:-5.216400000000249
10-23 18:06:56.240  2970  2997 I ReactNativeJS: val:0.9957076245935296;this.compensDelta:556713.623539148;this.cur_value_ground_move:9.412199999999757
10-23 18:06:56.384  2970  2997 I ReactNativeJS: val:0.9957076245935296;this.compensDelta:556713.6639398438;this.cur_value_ground_move:18.824399999999514
10-23 18:06:56.503  2970  2997 I ReactNativeJS: val:0.9957076245935296;this.compensDelta:556713.7447412354;this.cur_value_ground_move:39.12299999999959
10-23 18:06:56.881  2970  2997 I ReactNativeJS: val:0.9957076245935296;this.compensDelta:556713.9126718384;this.cur_value_ground_move:76.65840000000026
10-23 18:06:57.600  2970  3021 I ReactNativeJS: startXXXXXXXXXXXXXXXXXXXXXX: bottom:567;right:360;box.x0:-5490;box.height:11340;box.width:11340;box.screen_height567;box.screen_width:360
10-23 18:06:57.622  2970  3021 I ReactNativeJS: Running application "AwesomeProject" with appParams: {"initialProps":{},"rootTag":1}. __DEV__ === true, development-level warning are ON, performance optimizations are OFF
10-23 18:06:57.660  2970  3021 I ReactNativeJS: fr-5670
10-23 18:06:57.843  2970  3021 I ReactNativeJS: val:0;this.compensDelta:0;this.cur_value_ground_move:-5650.0416
10-23 18:06:57.923  2970  3021 I ReactNativeJS: val:0;this.compensDelta:5650.0416;this.cur_value_ground_move:-5642.4438
10-23 18:06:58.033  2970  3021 I ReactNativeJS: val:0;this.compensDelta:11292.4854;this.cur_value_ground_move:-5634.1656
10-23 18:06:58.137  2970  3021 I ReactNativeJS: val:0;this.compensDelta:16926.650999999998;this.cur_value_ground_move:-5619.7638
10-23 18:06:58.249  2970  3021 I ReactNativeJS: val:0;this.compensDelta:22546.4148;this.cur_value_ground_move:-5604.3414
10-23 18:06:58.366  2970  3021 I ReactNativeJS: val:0;this.compensDelta:28150.7562;this.cur_value_ground_move:-5591.5272
10-23 18:06:58.470  2970  3021 I ReactNativeJS: val:0;this.compensDelta:33742.2834;this.cur_value_ground_move:-5578.713
10-23 18:06:58.647  2970  3021 I ReactNativeJS: val:0;this.compensDelta:39320.9964;this.cur_value_ground_move:-5565.7854
10-23 18:06:58.698  2970  3021 I ReactNativeJS: val:0;this.compensDelta:44886.781800000004;this.cur_value_ground_move:-5554.899
10-23 18:06:58.833  2970  3021 I ReactNativeJS: val:0;this.compensDelta:50441.6808;this.cur_value_ground_move:-5540.4972
10-23 18:06:58.962  2970  3021 I ReactNativeJS: val:0;this.compensDelta:55982.178;this.cur_value_ground_move:-5526.7758
10-23 18:06:59.063  2970  3021 I ReactNativeJS: val:0;this.compensDelta:61508.9538;this.cur_value_ground_move:-5511.3534
10-23 18:06:59.215  2970  3021 I ReactNativeJS: val:0;this.compensDelta:67020.30720000001;this.cur_value_ground_move:-5499.2196
10-23 18:06:59.327  2970  3021 I ReactNativeJS: val:0;this.compensDelta:72519.5268;this.cur_value_ground_move:-5484.024
10-23 18:06:59.456  2970  3021 I ReactNativeJS: val:0;this.compensDelta:78003.55080000001;this.cur_value_ground_move:-5469.9624
10-23 18:06:59.556  2970  3021 I ReactNativeJS: val:0;this.compensDelta:83473.51320000002;this.cur_value_ground_move:-5457.942
10-23 18:06:59.756  2970  3021 I ReactNativeJS: val:0;this.compensDelta:88931.45520000001;this.cur_value_ground_move:-5441.0454
10-23 18:06:59.891  2970  3021 I ReactNativeJS: val:0;this.compensDelta:94372.50060000001;this.cur_value_ground_move:-5417.4582
10-23 18:07:00.062  2970  3021 I ReactNativeJS: val:0;this.compensDelta:99789.95880000001;this.cur_value_ground_move:-5405.6646
10-23 18:07:00.182  2970  3021 I ReactNativeJS: val:0;this.compensDelta:105195.62340000001;this.cur_value_ground_move:-5384.4588
10-23 18:07:00.328  2970  3021 I ReactNativeJS: val:0;this.compensDelta:110580.0822;this.cur_value_ground_move:-5373.6858
10-23 18:07:00.467  2970  3021 I ReactNativeJS: val:0;this.compensDelta:115953.76800000001;this.cur_value_ground_move:-5352.0264
10-23 18:07:00.580  2970  3021 I ReactNativeJS: val:0;this.compensDelta:121305.79440000001;this.cur_value_ground_move:-5341.707
10-23 18:07:00.688  2970  3021 I ReactNativeJS: val:0;this.compensDelta:126647.50140000001;this.cur_value_ground_move:-5327.0784
10-23 18:07:00.804  2970  3021 I ReactNativeJS: val:0;this.compensDelta:131974.5798;this.cur_value_ground_move:-5313.924
10-23 18:07:00.953  2970  3021 I ReactNativeJS: val:0;this.compensDelta:137288.5038;this.cur_value_ground_move:-5303.4912
10-23 18:07:01.075  2970  3021 I ReactNativeJS: val:0;this.compensDelta:142591.995;this.cur_value_ground_move:-5290.4502
10-23 18:07:01.166  2970  3021 I ReactNativeJS: val:0;this.compensDelta:147882.4452;this.cur_value_ground_move:-5274.6876
10-23 18:07:01.293  2970  3021 I ReactNativeJS: val:0;this.compensDelta:153157.1328;this.cur_value_ground_move:-5258.358
10-23 18:07:01.482  2970  3021 I ReactNativeJS: val:0;this.compensDelta:158415.4908;this.cur_value_ground_move:-5247.6984
10-23 18:07:01.657  2970  3021 I ReactNativeJS: val:0;this.compensDelta:163663.1892;this.cur_value_ground_move:-5222.07
